Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,City,State,Car_Description
baleno,2011,14.45,8.9,29544,CNG,Dealer,Automatic,1,Christophershire,North Dakota,Call whose fast really relate base.
baleno,2020,1.11,34.33,49293,Petrol,Dealer,Manual,0,Timothyside,New Mexico,Official ten American team generation themselves into.
s cross,2007,3.39,34.47,84684,Diesel,Dealer,Manual,1,West Shannon,Missouri,And peace offer over task let.
ertiga,2017,7.77,25.65,132523,Diesel,Individual,Automatic,2,Lindaland,Nevada,Risk state notice enter.
baleno,2003,12.19,9.89,158862,Diesel,Dealer,Manual,1,Ramirezstad,New York,Property necessary mind special ground.
swift,2006,3.43,24.66,21014,CNG,Individual,Automatic,2,Jimenezburgh,West Virginia,Read would other quality.
wagon r,2019,24.94,23.18,41964,Diesel,Individual,Manual,0,South Matthew,Nebraska,Smile bank floor week development raise pass race.
swift,2011,12.57,7.19,164754,Diesel,Dealer,Automatic,1,Alimouth,Rhode Island,Character course cost series talk analysis similar determine.
s cross,2005,23.44,13.65,70527,CNG,Individual,Manual,1,West Laurenview,Iowa,Either worker compare high discuss always enter.
sx4,2023,6.41,2.15,144513,Diesel,Individual,Manual,1,Fernandezmouth,Colorado,Work ten occur conference detail carry data.
dzire,2009,8.42,8.21,37962,Diesel,Dealer,Automatic,2,Brittanyton,West Virginia,Most energy second Congress it campaign.
wagon r,2017,9.31,25.81,39121,Petrol,Individual,Automatic,0,Port Jeff,Missouri,Company receive fire structure case.
ritz,2016,1.39,13.45,77754,CNG,Individual,Manual,2,Port Thomas,Vermont,Best world reason good play.
wagon r,2023,4.02,13.09,42322,Diesel,Dealer,Manual,2,North Christopherside,Colorado,White red away rich century short section.
ertiga,2000,7.78,4.95,129673,CNG,Dealer,Automatic,2,Andradeburgh,New Hampshire,Six join ten walk growth seat sister.
vitara brezza,2012,24.19,30.52,44810,Petrol,Dealer,Automatic,0,New Justin,New York,Above matter sometimes bank.
alto 800,2018,13.21,6.16,26407,Diesel,Individual,Manual,1,Denisemouth,Maryland,Bed evening woman draw special along.
vitara brezza,2017,10.39,13.34,196438,Diesel,Dealer,Automatic,0,Hawkinsmouth,Texas,Worry coach collection manage remember wrong identify.
wagon r,2003,15.49,30.18,60181,CNG,Dealer,Manual,0,Port Vanessa,Oklahoma,Staff scientist down as example drop.
vitara brezza,2017,24.57,17.97,25399,Diesel,Individual,Manual,2,South Jon,Hawaii,Mr store generation turn explain practice thought.
alto 800,2021,1.34,30.88,97709,Diesel,Individual,Automatic,2,South Robert,Washington,Decade another nation there position during no.
swift,2017,19.94,2.05,22417,Diesel,Individual,Manual,2,East Jacob,Montana,Work fine pull partner than entire develop.
ritz,2003,12.84,30.98,47877,Petrol,Individual,Manual,0,Paulborough,Georgia,Stay late because industry speech.
baleno,2004,5.67,17.35,135142,CNG,Dealer,Automatic,0,East Waltertown,Delaware,Plan no foot.
baleno,2023,6.42,19.82,7517,Petrol,Individual,Automatic,2,South Jason,Maryland,Answer model order own.
vitara brezza,2004,16.03,23.28,111876,CNG,Dealer,Manual,1,South Katrinaborough,New Mexico,Four play wonder she anything morning make.
sx4,2014,6.52,24.53,45031,Diesel,Individual,Manual,1,Robinsonchester,Massachusetts,Event away cover full describe everything.
sx4,2002,6.63,5.3,117638,Petrol,Dealer,Manual,2,New Rachelfort,Oklahoma,Within us provide choice represent.
baleno,2017,19.38,22.52,114059,Diesel,Individual,Manual,2,West Kathryn,Kentucky,North this always writer treat.
sx4,2006,15.13,16.63,153811,Diesel,Dealer,Manual,1,Christopherfurt,Arizona,Shoulder recent provide stock.
ciaz,2015,12.73,27.44,179706,CNG,Individual,Automatic,2,Andersonberg,Idaho,Discover movie support former.
sx4,2008,10.35,25.13,169066,Petrol,Individual,Manual,0,Jennahaven,Washington,Marriage arm word both country begin method material.
baleno,2015,12.04,22.57,11105,Diesel,Dealer,Automatic,2,West Samantha,North Dakota,Apply government eye up fund.
ritz,2004,13.88,5.99,84794,CNG,Dealer,Automatic,1,Port Adam,Vermont,Thing ever data magazine project new.
dzire,2022,9.42,11.04,112054,Diesel,Dealer,Automatic,2,Port Tracy,Virginia,Though oil whom.
alto 800,2017,7.49,13.05,183359,Petrol,Dealer,Automatic,0,Whitakerside,New Mexico,Miss in production wall down or.
vitara brezza,2001,12.97,5.72,162290,Diesel,Individual,Automatic,1,Garymouth,Idaho,Party book American customer.
s cross,2007,2.78,6.88,112085,CNG,Dealer,Automatic,0,Wrightstad,South Carolina,Keep within others field direction fact debate.
ciaz,2018,15.29,2.79,191797,Petrol,Individual,Manual,0,North Dustin,Wisconsin,Majority budget yeah standard work.
vitara brezza,2001,12.43,30.92,6905,Diesel,Individual,Manual,1,Tracyfort,Texas,Foreign avoid behind agree game.
baleno,2005,12.29,29.1,54618,CNG,Individual,Manual,0,North Natalie,Kentucky,Perhaps natural year your spend.
dzire,2014,14.82,4.65,127536,CNG,Dealer,Automatic,0,Justinshire,Arkansas,Allow game among.
dzire,2019,1.4,17.82,85787,Diesel,Individual,Manual,0,West Thomasmouth,Colorado,Anyone election he score member.
sx4,2020,4.48,3.1,60691,Petrol,Individual,Automatic,2,Port Johnhaven,Minnesota,Question nation thousand.
alto 800,2015,3.22,21.73,94765,CNG,Dealer,Manual,1,Hodgeside,Illinois,Trip impact like develop.
ertiga,2007,21.15,31.91,55191,Diesel,Individual,Manual,0,Lake Alecbury,New Mexico,Manager sing clear ball serious shoulder.
ciaz,2017,6.83,26.94,134175,CNG,Individual,Automatic,2,Smithbury,Florida,Matter know movie fear feel which else his.
ciaz,2005,5.01,7.27,103303,Petrol,Individual,Manual,0,Natalieburgh,Texas,Hour since three daughter kitchen.
ertiga,2011,10.91,13.41,143863,Diesel,Dealer,Automatic,2,Bullockburgh,North Carolina,Thing less tell perform.
ertiga,2005,15.33,30.87,172834,Petrol,Dealer,Manual,0,Emilyberg,Oklahoma,Model morning pass environmental which.
baleno,2009,13.72,11.16,79732,Petrol,Individual,Automatic,2,Vincentchester,Michigan,Subject stock point bad.
swift,2010,10.64,34.12,165104,Petrol,Individual,Manual,2,South Kathleen,Rhode Island,Point player under church.
ciaz,2019,17.92,4.13,83746,Diesel,Dealer,Manual,0,Marcland,Rhode Island,Language two fly magazine government whole middle past.
ritz,2011,3.24,14.67,144652,CNG,Individual,Manual,1,East Laura,Alabama,Owner color decade before success ten.
vitara brezza,2023,22.72,9.34,24864,Petrol,Dealer,Manual,0,Dominguezburgh,Mississippi,Through throughout phone traditional.
ertiga,2008,10.06,18.78,179050,CNG,Dealer,Manual,0,Deckerside,Oregon,Study and team including there national more.
ritz,2020,5.6,19.56,95949,Petrol,Dealer,Manual,1,West Jenniferville,Minnesota,Truth any investment nice move hundred.
swift,2010,20.27,33.46,155540,Petrol,Individual,Manual,1,North Donna,Vermont,Admit picture thus government sure long travel.
vitara brezza,2014,1.93,29.56,81759,Diesel,Individual,Manual,1,Port Marvin,Arkansas,Approach establish before dream.
sx4,2009,4.1,26.8,164966,Diesel,Individual,Automatic,2,Whitefort,New Jersey,Happy treatment any.
swift,2011,14.54,9.51,155881,CNG,Individual,Automatic,0,Mccarthyhaven,North Carolina,While next knowledge alone memory.
alto 800,2011,9.55,29.77,166939,Petrol,Dealer,Manual,1,South Pennyton,Maryland,After remember model loss.
s cross,2004,21.28,5.1,61982,Petrol,Dealer,Automatic,0,New Jose,Rhode Island,Relationship fight be federal imagine.
ciaz,2008,22.54,32.99,16828,CNG,Dealer,Manual,2,East Ryan,Pennsylvania,Good firm such.
sx4,2023,23.06,4.88,48470,Petrol,Individual,Manual,1,South Brianland,Wyoming,Month hit think all.
vitara brezza,2007,15.28,23.62,119524,Diesel,Dealer,Manual,2,West Donnamouth,New Hampshire,Trade on plant.
vitara brezza,2014,3.29,9.95,103165,Petrol,Individual,Automatic,1,North Tara,Alabama,End site list sea.
ciaz,2014,17.65,17.97,144506,Diesel,Individual,Automatic,2,Andersonmouth,Kentucky,Huge now song I ready design seat.
swift,2010,10.44,11.1,53014,Petrol,Dealer,Automatic,0,Combsview,Iowa,Their become add quickly season discussion many.
ritz,2022,19.14,30.16,159866,Petrol,Dealer,Automatic,1,New Veronica,Massachusetts,Development night case various hard increase total front.
ritz,2007,9.69,3.26,137619,CNG,Individual,Manual,1,Keithton,Utah,Certainly out bill anything Mr recent.
wagon r,2009,1.61,13.33,52059,Petrol,Individual,Manual,0,New George,Montana,Beautiful strategy member go maybe account.
swift,2022,23.78,16.8,163202,Petrol,Dealer,Automatic,0,Rachelberg,North Carolina,And oil letter training win.
dzire,2000,15.8,14.77,139539,Petrol,Dealer,Automatic,0,North Frankland,Texas,Gun four whatever eat.
swift,2017,22.6,24.66,175557,Diesel,Dealer,Manual,2,Martinport,Alabama,Movie without pull policy seek remember nature whole.
swift,2009,7.84,7.06,177588,Petrol,Individual,Automatic,2,Jermainestad,Wisconsin,Experience laugh fish interview turn.
ritz,2008,17.08,25.52,92871,Diesel,Individual,Manual,1,Sullivanmouth,Kentucky,Right pull enough consumer under section.
wagon r,2021,16.93,31.71,146593,Diesel,Individual,Manual,1,Kelseyburgh,Washington,Spend rock school cold guy situation treatment.
swift,2018,16.51,30.69,29582,Petrol,Dealer,Manual,0,Duncanmouth,Connecticut,Air reduce range wall can every.
wagon r,2013,21.12,30.49,129336,Diesel,Dealer,Automatic,1,Jenniferburgh,Arkansas,Congress interesting other.
swift,2019,2.96,19.81,68184,Diesel,Individual,Automatic,1,Angelmouth,New Hampshire,Star Democrat tax loss attorney film Republican Congress.
ritz,2000,3.59,18.3,139932,Diesel,Dealer,Automatic,2,Aprilmouth,New Hampshire,Face adult away I film good.
s cross,2019,11.03,8.51,58088,Petrol,Dealer,Automatic,2,Baldwintown,Kentucky,Try across full national evening.
sx4,2009,9.16,21.87,157730,Diesel,Dealer,Automatic,1,South Joseph,Utah,Likely act method nothing score wait economic.
sx4,2012,19.12,7.02,168020,Petrol,Dealer,Automatic,0,Port Tylerhaven,Kansas,Reduce clear court price.
s cross,2019,12.92,19.87,1985,Petrol,Individual,Manual,1,Robertsside,Iowa,Sometimes travel kid generation sister.
vitara brezza,2015,11.22,11.79,128447,Petrol,Individual,Manual,2,North Edwardborough,Nebraska,Present production case reveal during reach situation down.
ertiga,2015,13.46,30.3,21940,Diesel,Dealer,Manual,1,North Alexanderland,New Jersey,Management lawyer investment hospital degree sure practice machine.
wagon r,2010,4.81,12.03,143852,Diesel,Dealer,Automatic,1,Walkermouth,Nebraska,Lead seven as happy.
ritz,2023,19.14,31.11,15875,Petrol,Individual,Automatic,0,Port Timothy,Indiana,Each always section source partner enjoy federal.
ciaz,2015,19.81,20.54,82158,CNG,Individual,Manual,0,Cannonberg,Georgia,Arm clearly time level throughout suddenly.
wagon r,2006,1.93,29.16,119525,Diesel,Individual,Manual,2,Youngport,Tennessee,These carry suddenly finish moment prevent home reduce.
sx4,2008,5.35,17.04,187100,Diesel,Individual,Automatic,2,South Erica,Wyoming,Forward difficult pattern young nor mission future.
alto 800,2015,4.38,22.77,55455,Petrol,Dealer,Automatic,2,Mclaughlinfort,Indiana,Expert sort purpose difference economy Mr too against.
ciaz,2013,21.38,32.12,15329,CNG,Individual,Automatic,0,Jackieburgh,Maine,Daughter claim listen father window have see.
ertiga,2010,3.33,33.78,76050,Petrol,Dealer,Manual,2,Garciachester,Pennsylvania,Agent agent remember indeed free.
ertiga,2019,16.86,3.25,137730,CNG,Individual,Automatic,2,West Bridget,Delaware,Direction key medical ask material executive.
s cross,2020,18.23,8.52,55565,Petrol,Dealer,Automatic,2,Chavezland,California,Task information onto like.
s cross,2003,8.25,11.98,64331,Petrol,Individual,Manual,2,New Sheila,California,Site would detail right week exist paper.
dzire,2016,2.35,34.97,37461,CNG,Dealer,Automatic,1,East Sandratown,Ohio,Glass task situation certainly subject but.
swift,2014,4.1,13.48,44378,CNG,Individual,Manual,1,Barnesview,New Hampshire,Particular small north two know camera simply.
s cross,2001,5.46,29.75,60299,CNG,Individual,Automatic,2,Mariefort,Hawaii,Very safe Republican money line federal education.
baleno,2018,11.4,26.98,189295,CNG,Individual,Automatic,0,Mezaport,Colorado,Project space eight campaign phone degree.
ritz,2001,18.31,31.82,140049,CNG,Dealer,Automatic,0,West Willietown,Rhode Island,Rock social public probably three magazine.
ciaz,2015,2.48,27.2,197743,Diesel,Individual,Manual,2,Schaeferbury,California,Across under rather huge bring.
ritz,2009,13.32,20.8,178314,Petrol,Individual,Manual,2,Lisashire,Wyoming,Direction project candidate arrive short get.
dzire,2015,5.71,12.01,164219,Petrol,Dealer,Automatic,1,New Wesley,Nebraska,Certainly at present say.
wagon r,2005,17.08,22.46,29251,Petrol,Dealer,Manual,1,West Kristineland,Nebraska,Fill represent effort smile.
baleno,2000,5.52,8.27,55958,Diesel,Dealer,Automatic,1,Charlesberg,West Virginia,Nature shake less price.
dzire,2018,5.98,26.81,123687,Petrol,Individual,Automatic,0,Port Matthewmouth,Maryland,Activity good manage.
swift,2023,2.54,20.42,7014,Diesel,Individual,Manual,1,Robersonside,Indiana,Process even person record.
vitara brezza,2002,4.97,18.61,74043,Diesel,Dealer,Manual,2,North Kristen,Oregon,Large away capital.
sx4,2013,1.28,27.92,11165,Petrol,Individual,Manual,0,Smithland,Missouri,Area while well person feeling.
wagon r,2020,22.85,2.62,179535,Petrol,Dealer,Automatic,0,North Jimmy,South Carolina,Staff week minute such he sea clearly executive.
ciaz,2008,22.09,25.05,146745,CNG,Individual,Manual,0,Marioview,Georgia,Represent just leave owner themselves military administration.
sx4,2010,6.34,17.04,117630,Petrol,Individual,Manual,1,Clarkmouth,Delaware,Understand character fire every institution far window.
swift,2019,22.74,7.19,103428,CNG,Individual,Manual,2,New Ricardofort,South Carolina,Marriage growth central response item foot situation.
vitara brezza,2021,13.59,20.33,42971,Petrol,Individual,Automatic,1,West Rubenside,Maine,Benefit agency the nation activity cold author.
vitara brezza,2016,3.08,7.21,142499,Diesel,Individual,Manual,0,Williamsview,Indiana,In save forget improve lay financial so.
baleno,2018,20.51,31.3,51751,Diesel,Dealer,Manual,0,North Bryan,Pennsylvania,Face appear economic mother no report believe.
ertiga,2012,11.37,19.93,122623,CNG,Individual,Automatic,0,Lake Phillipstad,Montana,Bag close put nature significant adult.
dzire,2010,15.25,34.17,151471,Petrol,Dealer,Automatic,2,Lake Bryan,Pennsylvania,Explain develop range.
ertiga,2001,19.18,5.87,174344,CNG,Individual,Automatic,2,Byrdside,Alaska,Through add would send garden not.
ertiga,2005,16.46,3.85,177241,CNG,Individual,Automatic,2,South Michael,New Hampshire,Stand red what sea.
ciaz,2004,12.9,21.48,78312,Diesel,Dealer,Manual,0,Thomasmouth,Louisiana,Market go stage throw late.
sx4,2014,16.79,16.54,62224,Diesel,Dealer,Automatic,2,New Jonathanchester,Oklahoma,Send them effort century glass budget time party.
ritz,2004,6.12,13.29,93717,Diesel,Dealer,Automatic,2,Lake David,Alaska,Check shake total voice kind performance herself plan.
ertiga,2012,15.5,27.69,2692,Petrol,Individual,Automatic,0,North Keith,Delaware,The condition story town more assume glass.
ritz,2000,1.5,31.49,126185,Diesel,Individual,Manual,0,New Katieport,Alabama,Party oil your ever.
alto 800,2013,18.27,14.18,199205,CNG,Dealer,Manual,1,North Ryanmouth,Wisconsin,Face hold ball ability certainly century price.
sx4,2014,8.52,20.65,73866,Petrol,Individual,Manual,1,Johnsonborough,Oklahoma,Civil far drug.
wagon r,2008,5.02,26.99,27612,Diesel,Dealer,Manual,0,Joshuamouth,South Carolina,Mean my Democrat child allow enough language.
ciaz,2014,1.53,2.72,135641,Petrol,Dealer,Manual,0,Port Monica,Maryland,Report same man physical wear.
ciaz,2004,3.29,14.74,137791,Petrol,Dealer,Manual,1,New Meganbury,Arkansas,Recent Mr resource.
s cross,2013,6.08,17.77,17982,Petrol,Individual,Automatic,1,Karaport,Indiana,Example line prevent nearly two.
baleno,2004,8.49,18.94,10986,Petrol,Dealer,Automatic,1,Allisonfurt,Michigan,Shoulder military go me because.
baleno,2001,11.03,7.52,169103,Petrol,Dealer,Manual,1,Gillton,New Hampshire,State career often condition away their people.
ciaz,2006,20.13,33.58,80433,Diesel,Dealer,Manual,2,Gallagherchester,Wisconsin,Product Democrat moment claim.
alto 800,2000,4.22,7.79,20019,Diesel,Individual,Manual,0,East Randall,New Mexico,Lay executive stand debate unit alone address.
ciaz,2003,20.17,25.85,53236,CNG,Dealer,Automatic,0,Tannerborough,Rhode Island,Create produce describe politics.
ertiga,2017,10.25,12.05,74283,Petrol,Dealer,Automatic,2,South Danielmouth,Idaho,Live write thought yeah miss.
alto 800,2013,18.96,26.4,10257,CNG,Dealer,Automatic,1,Lake Heather,Maine,Fund special message month.
wagon r,2010,3.13,7.31,178964,CNG,Dealer,Automatic,0,East Davidberg,Massachusetts,Attack son shoulder pass area trial cover.
wagon r,2003,24.89,9.16,116552,Petrol,Individual,Automatic,2,South Jameston,Michigan,Impact white lot.
swift,2020,10.5,13.52,167810,Petrol,Individual,Manual,2,Lake Ericbury,Michigan,Beyond possible main actually.
ertiga,2018,12.29,8.98,8204,CNG,Individual,Manual,1,Paulville,Hawaii,Contain feel fact and.
alto 800,2007,7.95,31.66,181124,Petrol,Individual,Automatic,1,West Stevenside,Rhode Island,Term write cold make school.
ciaz,2010,19.63,4.46,32703,Diesel,Dealer,Automatic,1,West Judith,Idaho,I computer according present politics inside.
sx4,2017,22.54,7.83,38080,Diesel,Individual,Automatic,1,Barryburgh,Iowa,Accept enough always pull central.
s cross,2007,14.08,6.05,195760,Petrol,Individual,Automatic,0,Nelsonberg,Virginia,Relationship right debate decide pressure start past.
s cross,2015,8.3,29.71,111567,Diesel,Dealer,Automatic,2,Traceyburgh,Washington,Exactly although purpose.
s cross,2011,18.84,22.18,5041,Diesel,Dealer,Manual,0,East Heather,Arkansas,Task her fine third culture.
ritz,2023,14.69,31.1,163139,CNG,Individual,Automatic,0,Zimmermanshire,South Carolina,Tell only simple author.
ertiga,2004,12.23,24.32,92348,Diesel,Individual,Manual,2,Port Dawnberg,Washington,Popular job room.
ertiga,2000,21.16,2.01,176895,Petrol,Individual,Automatic,2,Francisview,Nebraska,The matter agent above ground respond soldier all.
swift,2009,8.8,6.11,184109,Diesel,Dealer,Manual,1,Franklinhaven,Pennsylvania,Service wife light probably.
wagon r,2006,22.05,30.57,91143,Petrol,Dealer,Automatic,2,Stevenland,Arkansas,Less door put show product board author.
dzire,2019,13.66,21.63,122057,Diesel,Dealer,Manual,0,Michaelview,Nebraska,Party debate dream word task.
ertiga,2010,16.74,9.66,87840,Diesel,Dealer,Manual,2,North Ryanchester,Tennessee,Space order huge even.
ritz,2008,22.32,2.4,1143,CNG,Individual,Automatic,1,East Ericburgh,North Carolina,Including game perhaps.
sx4,2008,6.43,34.95,135245,Diesel,Individual,Manual,0,Churchchester,Tennessee,Ask baby tend south against.
wagon r,2006,13.49,27.53,31190,Diesel,Dealer,Automatic,1,Larryburgh,Montana,Name up individual man.
ritz,2019,24.11,34.41,85781,CNG,Dealer,Manual,2,Lesliehaven,Mississippi,Car figure travel available hope might.
sx4,2000,22.09,2.33,55376,Diesel,Dealer,Automatic,1,Campbellfurt,Minnesota,Former force imagine traditional.
alto 800,2020,12.45,32.17,82804,Petrol,Dealer,Automatic,1,West Chad,Idaho,To ability paper.
vitara brezza,2012,2.17,8.09,56634,CNG,Individual,Automatic,1,Ramirezport,North Dakota,Ever work official happen each.
baleno,2001,16.07,10.86,149361,Diesel,Individual,Manual,0,Meghanland,Arkansas,Do alone thousand stock gun.
sx4,2007,22.95,11.64,40919,Diesel,Dealer,Manual,0,West Tanya,Iowa,Draw against environment value though military.
ciaz,2005,5.75,16.74,128765,Diesel,Individual,Manual,2,Lake Albert,Indiana,Piece sound region.
sx4,2022,12.37,13.35,29447,Diesel,Dealer,Manual,2,Gonzaleztown,Arkansas,Author run possible thought life.
dzire,2006,12.18,33.22,104143,Diesel,Individual,Automatic,1,West Michaelmouth,Idaho,Role detail certain policy.
dzire,2019,21.23,25.85,64071,Petrol,Dealer,Automatic,0,South Karenbury,Georgia,Might might cup recent west sport ago.
alto 800,2015,15.05,19.81,136268,Petrol,Dealer,Automatic,1,Rileyland,Arkansas,Alone majority very gun media.
ciaz,2012,23.53,13.87,21872,Petrol,Individual,Automatic,0,South Sarah,Vermont,Choice range past one single.
ritz,2009,20.4,34.22,143871,Diesel,Dealer,Manual,1,Kathleenborough,Kentucky,Section second military anything likely.
dzire,2005,8.6,21.33,192512,Diesel,Dealer,Manual,0,South Patricia,Kentucky,Improve say sea recognize next nearly live.
swift,2007,4.85,29.14,152979,Petrol,Dealer,Automatic,0,Hoffmanshire,Montana,Left hot any.
dzire,2010,6.08,4.96,28040,CNG,Dealer,Automatic,1,South Williamfurt,Alabama,Manager fill accept film magazine significant happen.
dzire,2006,1.84,11.97,121433,CNG,Individual,Manual,1,North Douglasfort,Oklahoma,See left fine west low.
wagon r,2011,2.73,11.26,88422,Petrol,Dealer,Automatic,2,South David,New Mexico,Or reduce traditional task.
vitara brezza,2021,22.6,25.75,46788,Diesel,Dealer,Manual,1,West David,New Mexico,Party air picture.
sx4,2000,4.24,3.71,51074,CNG,Dealer,Manual,0,East Marie,Indiana,Letter third issue Mr too ball.
alto 800,2001,15.46,34.08,92876,Diesel,Dealer,Automatic,2,Allenshire,Iowa,West character market staff appear big stay too.
vitara brezza,2010,16.78,32.38,50854,CNG,Dealer,Manual,2,Port Kimmouth,Tennessee,Unit federal structure center lose task opportunity.
ertiga,2008,16.99,25.7,35733,CNG,Dealer,Automatic,0,South Wesley,West Virginia,Table anyone coach.
ciaz,2013,24.97,29.03,96991,CNG,Dealer,Automatic,0,South Cheryl,Iowa,Western nation might.
baleno,2002,12.81,2.44,91029,CNG,Dealer,Manual,1,New Aaron,Texas,Mr rock consumer.
alto 800,2001,4.19,14.24,170580,Petrol,Individual,Automatic,0,South Michelleborough,Vermont,Then deal would total seek state factor.
wagon r,2015,10.52,34.07,10364,Petrol,Dealer,Automatic,1,Schmittville,Oklahoma,Full stand how serious hotel according.
s cross,2019,21.07,17.61,8406,Petrol,Dealer,Automatic,0,Lake Kelly,Minnesota,Power go after late book him bag.
vitara brezza,2007,18.19,4.09,38528,Diesel,Dealer,Automatic,2,Salazarberg,New York,Father design size which beautiful country simply deal.
ritz,2008,5.88,34.89,120788,Diesel,Individual,Automatic,0,Phillipstown,Wisconsin,Individual specific majority memory.
vitara brezza,2022,22.74,9.28,114868,Petrol,Individual,Manual,2,New Markton,Montana,Win within amount course west gun commercial.
baleno,2003,3.26,12.98,147893,Petrol,Dealer,Manual,2,Bowmanmouth,Ohio,Own guy now adult business local mouth.
ciaz,2023,5.84,25.18,76504,Diesel,Dealer,Automatic,2,Sellersstad,California,Lot contain section fact.
sx4,2006,5.11,19.11,127964,Petrol,Individual,Automatic,2,Jacquelinemouth,Colorado,More black sing.
swift,2015,16.87,32.71,5537,Diesel,Dealer,Automatic,0,East Kenneth,Arizona,Draw pattern tax budget issue.
ciaz,2005,10.99,21.14,95227,Petrol,Individual,Automatic,1,Anthonymouth,New Jersey,Even than sister apply short.
ertiga,2008,14.77,9.21,185842,Petrol,Dealer,Automatic,2,Lake Eugene,Texas,Center car kid clear.
dzire,2012,4.44,15.44,70185,Diesel,Individual,Manual,1,Johnsonshire,North Carolina,Understand character address official let TV site audience.
ciaz,2013,3.45,29.99,31280,CNG,Individual,Automatic,0,West Emilyton,Connecticut,Thank life bit method role.
swift,2013,9.2,3.05,167255,Petrol,Dealer,Manual,0,South Williemouth,Delaware,However future seven vote laugh buy product.
s cross,2003,15.18,21.68,69226,Petrol,Dealer,Automatic,1,Alexanderfurt,South Carolina,Method source walk free run business official.
s cross,2008,17.72,32.51,45302,Diesel,Dealer,Automatic,1,Amandaville,Arizona,Skin response be have finally challenge despite get.
alto 800,2007,4.38,22.74,35181,Diesel,Individual,Manual,1,Alanmouth,Kentucky,Product beautiful instead process finish all.
alto 800,2023,2.58,22.33,77582,Petrol,Individual,Manual,0,New Craigfort,South Carolina,Risk like threat.
alto 800,2008,9.71,13.22,187432,Petrol,Individual,Automatic,0,East Nicole,Idaho,But situation store manager.
baleno,2011,10.18,8.2,165950,Diesel,Dealer,Automatic,2,New Darlenestad,Ohio,Guy truth identify president.
s cross,2006,17.56,6.0,32118,Petrol,Dealer,Manual,2,Baileyfort,Oklahoma,Visit go much community arrive.
s cross,2014,19.58,12.04,49240,Diesel,Individual,Manual,1,Port Rogerberg,Alabama,Bad worker street.
ritz,2003,6.16,15.84,54467,Petrol,Dealer,Manual,0,Lucasland,Massachusetts,Itself make half care arm up to improve.
ritz,2010,5.25,24.14,21245,Diesel,Dealer,Automatic,0,North Timothybury,Colorado,Heavy way each way.
ciaz,2005,10.59,18.49,77042,Petrol,Individual,Manual,1,Port Heather,Texas,Surface east quickly key step happen.
sx4,2003,1.69,15.38,184942,Diesel,Dealer,Manual,0,North Samuel,Massachusetts,Center work like or defense bank.
wagon r,2019,11.82,15.12,140482,Diesel,Individual,Manual,1,North Annaville,Louisiana,Bank cause contain thought hospital doctor question.
sx4,2019,21.98,14.25,72599,Petrol,Dealer,Manual,0,Lopezburgh,Michigan,Able product month project feel there let.
s cross,2002,19.08,6.4,127464,Diesel,Dealer,Manual,2,Alexandraville,South Carolina,May firm wind also design kitchen.
sx4,2019,21.21,10.19,153861,Petrol,Dealer,Automatic,1,Tinaview,Kentucky,Source respond operation huge.
wagon r,2018,9.29,10.81,97253,Petrol,Dealer,Automatic,2,West Lisashire,Wyoming,Area page name lawyer feel.
baleno,2005,3.7,34.05,16623,CNG,Individual,Manual,1,Deniseside,Wisconsin,Difficult glass capital.
sx4,2014,3.76,2.76,136110,Diesel,Individual,Automatic,1,Joneshaven,New Hampshire,Analysis baby begin language herself trial.
alto 800,2020,22.26,34.43,188511,Petrol,Dealer,Automatic,0,Tiffanybury,Georgia,Without rest rule be turn senior foreign.
wagon r,2007,16.65,11.58,181469,CNG,Dealer,Manual,1,Brianbury,Hawaii,Where nice by agent parent bad.
s cross,2009,2.3,29.06,173100,Petrol,Dealer,Manual,1,Matthewmouth,Idaho,Best them group heavy mouth institution medical.
dzire,2018,9.79,25.13,48378,Petrol,Dealer,Manual,1,New Johnview,Vermont,Deal less customer above street all.
wagon r,2011,24.38,3.38,57036,Petrol,Dealer,Automatic,0,North Anna,Alaska,May ever born risk field week the actually.
sx4,2016,8.58,8.12,88014,CNG,Individual,Automatic,2,Josephstad,North Dakota,End either produce author.
sx4,2017,17.51,12.76,191916,Petrol,Individual,Manual,1,Walshport,Pennsylvania,Really pull skin middle begin.
s cross,2005,15.32,11.87,101082,Diesel,Individual,Manual,2,Ramirezbury,Oklahoma,Major energy wide year and anyone necessary firm.
swift,2019,6.75,10.38,41212,Petrol,Dealer,Manual,1,Stevenville,Illinois,Move because western across learn.
wagon r,2023,24.2,5.79,164532,Petrol,Dealer,Automatic,0,North Wyattfort,Hawaii,Hotel stage born hand decide.
ciaz,2004,20.64,32.75,162524,Petrol,Individual,Manual,0,Christophermouth,Tennessee,Space single serious learn professor forget.
ciaz,2016,1.5,20.4,151782,Diesel,Dealer,Automatic,0,Lawsonmouth,North Dakota,Southern commercial head exist.
baleno,2009,3.91,34.56,51766,CNG,Dealer,Manual,0,Jeffreyview,Pennsylvania,Establish help minute employee question.
dzire,2013,4.05,3.75,122021,Petrol,Dealer,Automatic,1,Lake Susan,Virginia,Open amount week factor seem.
ciaz,2016,9.0,24.26,25722,Petrol,Individual,Manual,1,New Davidville,Michigan,Send your official its both whole.
alto 800,2009,7.83,25.54,162970,Diesel,Individual,Manual,0,Riverachester,Oregon,Perform break daughter often toward since important night.
